accessor/identifier,accessor/identifierType,category,identifier,kind,timeStamp,type,outOfProcess,initiatedType,context,domain,contextVerificationType,domainType,firstTimeStamp,bundleID,domainOwner,hits,domainClassification
com.google.Maps,bundleID,location,7B93A1E4-8753-445E-8A9B-C646D99AD3C9,intervalEnd,2022-04-11T18:44:07.302+04:00,access,,,,,,,,,,,
com.viber,bundleID,photos,E4039FCF-19A7-4E3C-AA77-92D07F69C8A5,intervalEnd,2022-04-11T18:44:20.560+04:00,access,,,,,,,,,,,
com.viber,bundleID,photos,4027818D-46CE-44AB-98D5-F5E0236C1FBF,intervalEnd,2022-04-11T18:44:44.568+04:00,access,,,,,,,,,,,
com.viber,bundleID,contacts,DEF97950-C38B-401A-9DFE-151CF23B0432,intervalEnd,2022-04-11T18:45:55.517+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,9B2E7CC3-90DA-46D6-AD02-3B4951593950,intervalBegin,2022-04-11T18:56:11.476+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,9B2E7CC3-90DA-46D6-AD02-3B4951593950,intervalEnd,2022-04-11T18:56:17.915+04:00,access,,,,,,,,,,,
com.google.Maps,bundleID,location,544272C5-D886-41DD-BED0-2722702990DC,intervalBegin,2022-04-11T19:01:31.779+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,324A89DD-B4B7-4DFA-93A7-D9888A92B675,intervalBegin,2022-04-11T19:02:16.550+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,324A89DD-B4B7-4DFA-93A7-D9888A92B675,intervalEnd,2022-04-11T19:02:16.550+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,ED2EF11F-C2E1-4A07-A933-60F4DDBB7219,intervalBegin,2022-04-11T19:02:16.588+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,ED2EF11F-C2E1-4A07-A933-60F4DDBB7219,intervalEnd,2022-04-11T19:02:16.750+04:00,access,,,,,,,,,,,
com.google.Maps,bundleID,location,544272C5-D886-41DD-BED0-2722702990DC,intervalEnd,2022-04-11T19:02:17.875+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,E2FCFB53-0FCA-4C4B-9EFD-69B750DEF128,intervalBegin,2022-04-11T19:16:54.454+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,E2FCFB53-0FCA-4C4B-9EFD-69B750DEF128,intervalEnd,2022-04-11T19:16:54.667+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,419F49C9-E88B-4DD3-BCFC-E90D2553D604,intervalBegin,2022-04-11T19:16:55.371+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,419F49C9-E88B-4DD3-BCFC-E90D2553D604,intervalEnd,2022-04-11T19:17:02.506+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,A32089E6-E93A-4C33-BF44-4A3210971C19,intervalBegin,2022-04-11T19:17:10.731+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,5E6B9646-EA4E-419A-B062-ADA93B2B8A78,intervalBegin,2022-04-11T19:17:13.301+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,A32089E6-E93A-4C33-BF44-4A3210971C19,intervalEnd,2022-04-11T19:17:23.987+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,5E6B9646-EA4E-419A-B062-ADA93B2B8A78,intervalEnd,2022-04-11T19:17:58.298+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,663A0493-A6B3-48F0-9AF2-883A4FD80834,intervalBegin,2022-04-11T19:18:13.262+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,663A0493-A6B3-48F0-9AF2-883A4FD80834,intervalEnd,2022-04-11T19:18:13.262+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,2D8B1296-9AB5-4F4D-AD5E-014047458E3A,intervalBegin,2022-04-11T19:18:13.711+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,2D8B1296-9AB5-4F4D-AD5E-014047458E3A,intervalEnd,2022-04-11T19:18:14.693+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,DD3A2BE7-B9D4-4D76-976F-3B301ACD878E,intervalBegin,2022-04-11T19:19:54.248+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,DD3A2BE7-B9D4-4D76-976F-3B301ACD878E,intervalEnd,2022-04-11T19:20:00.002+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,766CFC90-4D3F-4FD3-9D62-E61DF22A4EDE,intervalBegin,2022-04-11T19:20:49.379+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,766CFC90-4D3F-4FD3-9D62-E61DF22A4EDE,intervalEnd,2022-04-11T19:20:49.937+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,06D0B6D4-4FD1-4500-A17F-1D8156155ADB,intervalBegin,2022-04-11T19:21:02.187+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,06D0B6D4-4FD1-4500-A17F-1D8156155ADB,intervalEnd,2022-04-11T19:21:09.667+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,4C6CD869-89FE-474A-9449-63781D82210A,intervalBegin,2022-04-11T19:21:13.565+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,4C6CD869-89FE-474A-9449-63781D82210A,intervalEnd,2022-04-11T19:21:14.263+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,61C05F93-3D56-4176-AA2E-D886B3CF408A,intervalBegin,2022-04-11T19:21:57.814+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,61C05F93-3D56-4176-AA2E-D886B3CF408A,intervalEnd,2022-04-11T19:21:57.814+04:00,access,,,,,,,,,,,
com.apple.mobileslideshow,bundleID,photos,50557628-6E36-4A07-92BA-E4B4DAF65A4B,intervalBegin,2022-04-11T19:31:07.799+04:00,access,,,,,,,,,,,
com.apple.mobileslideshow,bundleID,photos,50557628-6E36-4A07-92BA-E4B4DAF65A4B,intervalEnd,2022-04-11T19:31:09.608+04:00,access,,,,,,,,,,,
com.google.Maps,bundleID,location,B3DA4D26-04FB-449D-A014-943ED4B30257,intervalBegin,2022-04-11T19:54:04.334+04:00,access,,,,,,,,,,,
com.google.Maps,bundleID,location,B3DA4D26-04FB-449D-A014-943ED4B30257,intervalEnd,2022-04-11T19:54:14.349+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,210E6FEE-DF42-409E-BFEB-EBF641ACCB39,intervalBegin,2022-04-11T19:56:25.923+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,210E6FEE-DF42-409E-BFEB-EBF641ACCB39,intervalEnd,2022-04-11T19:57:08.408+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,D1FE83C8-68DB-42C6-9133-7E7E5A99E0F1,intervalBegin,2022-04-11T19:57:16.437+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,D1FE83C8-68DB-42C6-9133-7E7E5A99E0F1,intervalEnd,2022-04-11T19:57:16.673+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,BE045876-5B2B-40A3-883C-3BE3D38055A1,intervalBegin,2022-04-11T19:57:17.149+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,FF656BDE-138B-4B60-9225-10D8118D5273,intervalBegin,2022-04-11T19:57:17.675+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,FF656BDE-138B-4B60-9225-10D8118D5273,intervalEnd,2022-04-11T19:57:18.633+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,1C257EEA-82FE-4000-A3E6-BCE042EB48A0,intervalBegin,2022-04-11T19:57:22.385+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,1C257EEA-82FE-4000-A3E6-BCE042EB48A0,intervalEnd,2022-04-11T19:57:23.737+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,BE045876-5B2B-40A3-883C-3BE3D38055A1,intervalEnd,2022-04-11T19:57:42.663+04:00,access,,,,,,,,,,,
com.apple.mobileslideshow,bundleID,photos,0F2F55DC-30F3-4A12-AC92-026919647059,intervalBegin,2022-04-11T20:07:37.123+04:00,access,,,,,,,,,,,
com.apple.mobileslideshow,bundleID,photos,0F2F55DC-30F3-4A12-AC92-026919647059,intervalEnd,2022-04-11T20:07:38.880+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,7B8AF438-B36F-4205-B577-9CBD147FEED4,intervalBegin,2022-04-11T20:08:37.998+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,7B8AF438-B36F-4205-B577-9CBD147FEED4,intervalEnd,2022-04-11T20:08:37.999+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,B2791DAD-349C-466C-B224-CD7B59BD8F9D,intervalBegin,2022-04-11T20:08:38.021+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,B2791DAD-349C-466C-B224-CD7B59BD8F9D,intervalEnd,2022-04-11T20:08:46.567+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,98FCD032-627B-429E-98D4-83F074DBD0B5,intervalBegin,2022-04-11T20:09:43.853+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,98FCD032-627B-429E-98D4-83F074DBD0B5,intervalEnd,2022-04-11T20:09:43.853+04:00,access,,,,,,,,,,,
com.facebook.Messenger,bundleID,photos,231A7EBB-B2F1-4ABE-8A88-08392677E6C3,intervalBegin,2022-04-11T20:11:44.177+04:00,access,,,,,,,,,,,
com.facebook.Messenger,bundleID,photos,720F0FD6-7AC5-4119-BC78-A6A983A3FD99,intervalBegin,2022-04-11T20:11:44.178+04:00,access,,,,,,,,,,,
com.facebook.Messenger,bundleID,camera,CFF85088-8006-4CAF-923F-5807C4EE7D34,intervalBegin,2022-04-11T20:11:44.737+04:00,access,,,,,,,,,,,
com.facebook.Messenger,bundleID,camera,CFF85088-8006-4CAF-923F-5807C4EE7D34,intervalEnd,2022-04-11T20:11:47.683+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,8BFDC7CC-B364-4CFD-9C51-77FFE09E2F73,intervalBegin,2022-04-11T20:11:47.783+04:00,access,,,,,,,,,,,
com.facebook.Messenger,bundleID,camera,807BA497-A42C-46EB-A357-6D6ABCE65430,intervalBegin,2022-04-11T20:11:50.334+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,8BFDC7CC-B364-4CFD-9C51-77FFE09E2F73,intervalEnd,2022-04-11T20:11:50.605+04:00,access,,,,,,,,,,,
com.facebook.Messenger,bundleID,microphone,3C1F5F29-E6A8-43B8-A588-0C459D6245C4,intervalBegin,2022-04-11T20:11:51.332+04:00,access,,,,,,,,,,,
com.facebook.Messenger,bundleID,microphone,3C1F5F29-E6A8-43B8-A588-0C459D6245C4,intervalEnd,2022-04-11T20:11:58.493+04:00,access,,,,,,,,,,,
com.facebook.Messenger,bundleID,camera,807BA497-A42C-46EB-A357-6D6ABCE65430,intervalEnd,2022-04-11T20:11:58.675+04:00,access,,,,,,,,,,,
com.facebook.Messenger,bundleID,camera,B3E56E1E-4862-492D-9C8D-F515C032916D,intervalBegin,2022-04-11T20:12:02.800+04:00,access,,,,,,,,,,,
com.facebook.Messenger,bundleID,camera,B3E56E1E-4862-492D-9C8D-F515C032916D,intervalEnd,2022-04-11T20:12:02.844+04:00,access,,,,,,,,,,,
com.facebook.Messenger,bundleID,photos,231A7EBB-B2F1-4ABE-8A88-08392677E6C3,intervalEnd,2022-04-11T20:12:14.244+04:00,access,,,,,,,,,,,
com.facebook.Messenger,bundleID,photos,720F0FD6-7AC5-4119-BC78-A6A983A3FD99,intervalEnd,2022-04-11T20:12:44.329+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,E16389E2-7E4F-4E53-89BF-1A1342965455,intervalBegin,2022-04-11T20:12:51.777+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,EDCAC963-4ACE-4DE3-8238-B2CEDE00A9E4,intervalBegin,2022-04-11T20:12:52.424+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,EDCAC963-4ACE-4DE3-8238-B2CEDE00A9E4,intervalEnd,2022-04-11T20:12:54.108+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,E16389E2-7E4F-4E53-89BF-1A1342965455,intervalEnd,2022-04-11T20:13:36.772+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,B256BA89-26E2-4B31-AF71-B8FB5B6C695C,intervalBegin,2022-04-11T20:14:01.130+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,7781D7AD-7BB8-435C-9DB0-857EDD25B90B,intervalBegin,2022-04-11T20:14:02.375+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,7781D7AD-7BB8-435C-9DB0-857EDD25B90B,intervalEnd,2022-04-11T20:14:03.345+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,B256BA89-26E2-4B31-AF71-B8FB5B6C695C,intervalEnd,2022-04-11T20:14:05.908+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,63719019-B24F-451B-B2D3-4DEF22EA53E2,intervalBegin,2022-04-11T20:14:34.592+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,63719019-B24F-451B-B2D3-4DEF22EA53E2,intervalEnd,2022-04-11T20:14:43.149+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,E894B253-7029-4A63-8737-D595E78394EC,intervalBegin,2022-04-11T20:15:53.017+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,E894B253-7029-4A63-8737-D595E78394EC,intervalEnd,2022-04-11T20:15:53.017+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,FC34339B-B7C1-479C-B1FA-1CEA63CCCB44,intervalBegin,2022-04-11T20:19:02.623+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,FC34339B-B7C1-479C-B1FA-1CEA63CCCB44,intervalEnd,2022-04-11T20:19:47.606+04:00,access,,,,,,,,,,,
com.apple.weather,bundleID,location,DCBE5A8E-83E5-4527-B797-759DB8B962ED,intervalBegin,2022-04-11T20:20:04.580+04:00,access,,,,,,,,,,,
com.apple.weather,bundleID,location,DCBE5A8E-83E5-4527-B797-759DB8B962ED,intervalEnd,2022-04-11T20:21:11.635+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,C6CC80AA-C4D6-49F2-AC51-9F549486545D,intervalBegin,2022-04-11T20:21:37.754+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,C6CC80AA-C4D6-49F2-AC51-9F549486545D,intervalEnd,2022-04-11T20:21:46.829+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,17634BA7-3A91-4797-9264-8D731988C075,intervalBegin,2022-04-11T20:47:22.301+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,17634BA7-3A91-4797-9264-8D731988C075,intervalEnd,2022-04-11T20:47:23.051+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,108DC53D-8CCA-43E1-BC4C-38B68E7E6B06,intervalBegin,2022-04-11T21:18:24.418+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,108DC53D-8CCA-43E1-BC4C-38B68E7E6B06,intervalEnd,2022-04-11T21:18:33.881+04:00,access,,,,,,,,,,,
com.esri.survey123,bundleID,location,BD633612-9EC0-486B-B650-DEF7BCF033A2,intervalBegin,2022-04-11T21:18:35.773+04:00,access,,,,,,,,,,,
com.esri.survey123,bundleID,location,BD633612-9EC0-486B-B650-DEF7BCF033A2,intervalEnd,2022-04-11T21:19:58.815+04:00,access,,,,,,,,,,,
com.esri.survey123,bundleID,location,6F47DF10-842E-48EF-A9CC-2DCE75830ECF,intervalBegin,2022-04-11T21:20:00.131+04:00,access,,,,,,,,,,,
com.esri.survey123,bundleID,location,6F47DF10-842E-48EF-A9CC-2DCE75830ECF,intervalEnd,2022-04-11T21:20:10.238+04:00,access,,,,,,,,,,,
com.esri.survey123,bundleID,location,8F1D3BD0-0264-4582-80DB-782F9222B6AF,intervalBegin,2022-04-11T21:20:12.138+04:00,access,,,,,,,,,,,
com.esri.survey123,bundleID,location,8F1D3BD0-0264-4582-80DB-782F9222B6AF,intervalEnd,2022-04-11T21:20:22.197+04:00,access,,,,,,,,,,,
com.esri.survey123,bundleID,location,F7D01178-6D4F-4C89-96A7-2473E197CF2F,intervalBegin,2022-04-11T21:20:24.214+04:00,access,,,,,,,,,,,
com.esri.survey123,bundleID,location,F7D01178-6D4F-4C89-96A7-2473E197CF2F,intervalEnd,2022-04-11T21:20:34.309+04:00,access,,,,,,,,,,,
com.esri.survey123,bundleID,location,9EAC8FBB-2AF6-46A8-81AC-4623D24B1573,intervalBegin,2022-04-11T21:20:36.131+04:00,access,,,,,,,,,,,
com.esri.survey123,bundleID,location,9EAC8FBB-2AF6-46A8-81AC-4623D24B1573,intervalEnd,2022-04-11T21:20:46.195+04:00,access,,,,,,,,,,,
com.esri.survey123,bundleID,location,B6330CE9-4B5C-4A9E-AA21-5AB1401C799E,intervalBegin,2022-04-11T21:20:48.132+04:00,access,,,,,,,,,,,
com.esri.survey123,bundleID,location,B6330CE9-4B5C-4A9E-AA21-5AB1401C799E,intervalEnd,2022-04-11T21:20:58.198+04:00,access,,,,,,,,,,,
com.esri.survey123,bundleID,location,FC40DDCE-EF21-41B5-9F77-C627E7B80216,intervalBegin,2022-04-11T21:21:00.134+04:00,access,,,,,,,,,,,
com.esri.survey123,bundleID,location,FC40DDCE-EF21-41B5-9F77-C627E7B80216,intervalEnd,2022-04-11T21:21:10.243+04:00,access,,,,,,,,,,,
com.esri.survey123,bundleID,location,540EDD98-7FBF-414C-AC39-88B7EC996404,intervalBegin,2022-04-11T21:21:12.133+04:00,access,,,,,,,,,,,
com.esri.survey123,bundleID,location,540EDD98-7FBF-414C-AC39-88B7EC996404,intervalEnd,2022-04-11T21:21:22.200+04:00,access,,,,,,,,,,,
com.esri.survey123,bundleID,location,96D0CAA0-8800-40ED-94BD-50AB268A1F88,intervalBegin,2022-04-11T21:21:24.113+04:00,access,,,,,,,,,,,
com.esri.survey123,bundleID,location,96D0CAA0-8800-40ED-94BD-50AB268A1F88,intervalEnd,2022-04-11T21:22:00.811+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,B1C98DD2-FB4A-404E-BE95-28EF3755812C,intervalBegin,2022-04-11T21:24:08.334+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,B1C98DD2-FB4A-404E-BE95-28EF3755812C,intervalEnd,2022-04-11T21:24:11.829+04:00,access,,,,,,,,,,,
com.apple.mobileslideshow,bundleID,photos,3E7440AF-7CDE-4880-B44A-EF0140EC9ECF,intervalBegin,2022-04-11T21:37:18.970+04:00,access,,,,,,,,,,,
com.apple.mobileslideshow,bundleID,photos,3E7440AF-7CDE-4880-B44A-EF0140EC9ECF,intervalEnd,2022-04-11T21:37:20.737+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,84C9ACFD-8ED8-4F0A-8A30-57AFDC97FB0E,intervalBegin,2022-04-11T21:40:41.559+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,84C9ACFD-8ED8-4F0A-8A30-57AFDC97FB0E,intervalEnd,2022-04-11T21:40:41.559+04:00,access,,,,,,,,,,,
com.google.Maps,bundleID,location,E9D90347-366A-464B-803A-08C746A317DD,intervalBegin,2022-04-11T21:40:55.307+04:00,access,,,,,,,,,,,
com.google.Maps,bundleID,location,E9D90347-366A-464B-803A-08C746A317DD,intervalEnd,2022-04-11T21:41:05.503+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,F86A0D81-05AC-450C-B147-889159507A21,intervalBegin,2022-04-11T21:41:23.369+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,4ADB28A5-B70A-4A6D-B2C6-171522101721,intervalBegin,2022-04-11T21:41:23.381+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,4ADB28A5-B70A-4A6D-B2C6-171522101721,intervalEnd,2022-04-11T21:41:31.965+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,F86A0D81-05AC-450C-B147-889159507A21,intervalEnd,2022-04-11T21:41:54.304+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,8DB7E9D9-AE61-4811-98BC-2505A2698EE0,intervalBegin,2022-04-11T21:43:22.154+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,8DB7E9D9-AE61-4811-98BC-2505A2698EE0,intervalEnd,2022-04-11T21:43:22.154+04:00,access,,,,,,,,,,,
com.apple.weather,bundleID,location,8C6EDB6F-93F4-46CF-809C-A510FC5D58F6,intervalBegin,2022-04-11T22:02:42.635+04:00,access,,,,,,,,,,,
com.apple.weather,bundleID,location,8C6EDB6F-93F4-46CF-809C-A510FC5D58F6,intervalEnd,2022-04-11T22:02:52.659+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,30A454C1-4764-48EA-AC0E-429AC5A1F194,intervalBegin,2022-04-11T22:02:55.562+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,30A454C1-4764-48EA-AC0E-429AC5A1F194,intervalEnd,2022-04-11T22:02:57.568+04:00,access,,,,,,,,,,,
com.facebook.Messenger,bundleID,camera,9DAE2116-E0A8-4D22-B85F-7D51523DCC36,intervalBegin,2022-04-11T22:04:33.560+04:00,access,,,,,,,,,,,
com.facebook.Messenger,bundleID,microphone,D38FEBA6-66D7-4620-A4B7-1FBF6D1485CA,intervalBegin,2022-04-11T22:04:46.570+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,E32D839C-D6FE-4C1B-BA85-82BA2341D884,intervalBegin,2022-04-11T22:07:28.784+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,1ACBCFB8-6499-4708-9EE1-C3F81A4DC498,intervalBegin,2022-04-11T22:07:30.683+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,E32D839C-D6FE-4C1B-BA85-82BA2341D884,intervalEnd,2022-04-11T22:07:36.911+04:00,access,,,,,,,,,,,
com.google.Maps,bundleID,location,3D681B25-AF87-443B-8F84-4A4286B729F4,intervalBegin,2022-04-11T22:07:45.394+04:00,access,,,,,,,,,,,
com.google.Maps,bundleID,location,3D681B25-AF87-443B-8F84-4A4286B729F4,intervalEnd,2022-04-11T22:07:55.555+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,1ACBCFB8-6499-4708-9EE1-C3F81A4DC498,intervalEnd,2022-04-11T22:08:15.664+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,67190051-788E-42C8-B2E0-2F82C1AD2010,intervalBegin,2022-04-11T22:08:36.076+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,67190051-788E-42C8-B2E0-2F82C1AD2010,intervalEnd,2022-04-11T22:08:37.047+04:00,access,,,,,,,,,,,
com.facebook.Messenger,bundleID,camera,9DAE2116-E0A8-4D22-B85F-7D51523DCC36,intervalEnd,2022-04-11T22:10:46.468+04:00,access,,,,,,,,,,,
com.facebook.Messenger,bundleID,camera,65DB588D-F8FA-457B-8CBC-67B69B87527B,intervalBegin,2022-04-11T22:10:46.814+04:00,access,,,,,,,,,,,
com.facebook.Messenger,bundleID,camera,65DB588D-F8FA-457B-8CBC-67B69B87527B,intervalEnd,2022-04-11T22:10:55.333+04:00,access,,,,,,,,,,,
com.facebook.Messenger,bundleID,camera,36C0C4AC-2603-4FB4-90CD-DB5A17D8A25E,intervalBegin,2022-04-11T22:10:55.614+04:00,access,,,,,,,,,,,
com.facebook.Messenger,bundleID,camera,36C0C4AC-2603-4FB4-90CD-DB5A17D8A25E,intervalEnd,2022-04-11T22:11:29.469+04:00,access,,,,,,,,,,,
com.facebook.Messenger,bundleID,camera,0594B5C8-B3C1-4751-A022-7BE8212051FD,intervalBegin,2022-04-11T22:11:29.773+04:00,access,,,,,,,,,,,
com.facebook.Messenger,bundleID,camera,0594B5C8-B3C1-4751-A022-7BE8212051FD,intervalEnd,2022-04-11T22:11:48.280+04:00,access,,,,,,,,,,,
com.facebook.Messenger,bundleID,camera,2E24881B-EE74-4EA3-92EF-9E61CC340362,intervalBegin,2022-04-11T22:11:48.527+04:00,access,,,,,,,,,,,
com.apple.mobileslideshow,bundleID,photos,EBAF8B1D-036C-42FE-BD6B-C83B474C53AE,intervalBegin,2022-04-11T22:23:07.050+04:00,access,,,,,,,,,,,
com.apple.mobileslideshow,bundleID,photos,EBAF8B1D-036C-42FE-BD6B-C83B474C53AE,intervalEnd,2022-04-11T22:23:08.425+04:00,access,,,,,,,,,,,
com.facebook.Messenger,bundleID,microphone,D38FEBA6-66D7-4620-A4B7-1FBF6D1485CA,intervalEnd,2022-04-11T22:27:11.635+04:00,access,,,,,,,,,,,
com.facebook.Messenger,bundleID,camera,2E24881B-EE74-4EA3-92EF-9E61CC340362,intervalEnd,2022-04-11T22:27:11.664+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,501EBE35-661B-43F0-9E28-0063F1B6088E,intervalBegin,2022-04-11T22:55:49.697+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,501EBE35-661B-43F0-9E28-0063F1B6088E,intervalEnd,2022-04-11T22:55:49.697+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,91ADC594-F5B1-4572-B037-5CBDEE3ABEE1,intervalBegin,2022-04-11T22:55:49.728+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,91ADC594-F5B1-4572-B037-5CBDEE3ABEE1,intervalEnd,2022-04-11T22:55:58.611+04:00,access,,,,,,,,,,,
com.apple.mobileslideshow,bundleID,photos,2381F80F-0ED4-4946-B4AB-4F4017973CED,intervalBegin,2022-04-11T23:25:14.284+04:00,access,,,,,,,,,,,
com.apple.mobileslideshow,bundleID,photos,2381F80F-0ED4-4946-B4AB-4F4017973CED,intervalEnd,2022-04-11T23:25:15.997+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,4D434F09-3C01-49F6-8B1F-D5EC238789A2,intervalBegin,2022-04-11T23:43:08.356+04:00,access,,,,,,,,,,,
com.apple.mobilecal,bundleID,contacts,15B5A097-7127-407D-9AD2-71C1D755B7E9,intervalBegin,2022-04-11T23:43:08.448+04:00,access,,,,,,,,,,,
com.apple.mobilecal,bundleID,contacts,15B5A097-7127-407D-9AD2-71C1D755B7E9,intervalEnd,2022-04-11T23:44:23.306+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,4D434F09-3C01-49F6-8B1F-D5EC238789A2,intervalEnd,2022-04-11T23:44:29.594+04:00,access,,,,,,,,,,,
com.apple.mobilemail,bundleID,contacts,6A7949B5-EFE8-49B5-BB90-B51D97DB0BE8,intervalBegin,2022-04-11T23:44:48.958+04:00,access,,,,,,,,,,,
