ObjectID,GlobalID,CreationDate,Creator,EditDate,Editor,What word best describes this sound? ,On a scale from 1 to 5 how loud was this sound?,What kind of sound is this? ,Other - What kind of sound is this? ,On a scale from 1 to 5 how loud was this sound? (from most faint to loudest),Is there anything else we need to know about this sound? ,Are you outdoors or indoors? ,"What level are you on?  (0 = ground, 9= 9th floor or higher)",x,y
106,1a03f908-f4ed-4e7e-9f5e-290bccc88c63,4/20/2022 8:55:52 AM,adsp22_ka1914,4/20/2022 8:55:52 AM,adsp22_ka1914,Wok,,Human,,4,Sound of throwing wok from the amishi mishi counter ,Indoors,2,54.4343762879348,24.5239135100124
107,df278a6e-8c66-4667-b13b-6be3c1dee7fe,4/20/2022 8:56:53 AM,adsp22_ka1914,4/20/2022 8:56:53 AM,adsp22_ka1914,Frying,,Machine,,2,The frier at the Burro Blanco making faint sizzling sounds.,Indoors,2,54.43390575064,24.5243127406653
108,d4fe7a3a-f4dd-4ada-86d1-25f8f7e4db62,4/20/2022 1:21:30 PM,adsp22_pk2269,4/20/2022 1:21:30 PM,adsp22_pk2269,Arabian Music,,Machine,,2,enjoyable to listen,Indoors,0,54.4328617,24.5252206
109,1d0ba243-41a4-48f2-908c-18a5c64c828c,4/20/2022 1:22:08 PM,adsp22_pk2269,4/20/2022 1:22:08 PM,adsp22_pk2269,sound of cutlery,,Human,,3,chefs cooking,Indoors,0,54.4328502,24.525214
110,b95a47de-bc27-4289-99e3-1eb25f766bd4,4/20/2022 1:22:38 PM,adsp22_pk2269,4/20/2022 1:22:38 PM,adsp22_pk2269,oven beeping,,Machine,,2,beeping from oven,Indoors,0,54.4328467,24.5252084
111,064fb115-3d43-4685-9b8c-341718d1ff05,4/20/2022 4:46:12 PM,adsp22_ss13189,4/20/2022 4:46:12 PM,adsp22_ss13189,cheering,,Human,,4,,Indoors,3,54.4349014,24.5229819
112,14699e62-78dc-40e7-bd3b-f47f51d3834f,4/20/2022 4:46:51 PM,adsp22_ss13189,4/20/2022 4:46:51 PM,adsp22_ss13189,clicking,,Machine,,2,,Indoors,3,54.4348908,24.5229835
113,6044f773-b26b-4c16-a39a-f1d07a17cafd,4/20/2022 5:12:03 PM,adsp22_gkm267,4/20/2022 5:12:03 PM,adsp22_gkm267,Ticking,,Machine,,2,,Indoors,2,54.4345384736847,24.5237614989628
114,253aa7cf-3be8-4cf2-afdb-09a8cb9d745e,4/20/2022 5:17:07 PM,adsp22_gkm267,4/20/2022 5:17:07 PM,adsp22_gkm267,Exhaust fancy ,,Machine,,3,,Indoors,0,54.4346492104113,24.5236952567286
115,3c0bd5bf-88ae-4c8e-b5d0-1c2b48ebe8b2,4/20/2022 7:11:36 PM,adsp22_amd1139,4/20/2022 7:11:36 PM,adsp22_amd1139,Music ,,Human,,Loud 5,Neighbour A2C ,Indoors,7,54.433107206309,24.5240947609664
116,cb90fe5c-a647-44f3-b49c-6421dc6ba6c5,4/20/2022 7:34:45 PM,adsp22_mim7995,4/20/2022 7:34:45 PM,adsp22_mim7995,AC in my room,,Machine,,Loud 5,I’m alone in my dorm room and the AC is on,Indoors,4,54.4345037738813,24.5234570522476
117,edb8ec9f-5bf2-4942-92c2-3235b90597a1,4/20/2022 7:36:24 PM,adsp22_mim7995,4/20/2022 7:36:24 PM,adsp22_mim7995,singing,,Human,,4,People were singing for an event by the palms at 8pm,Outdoors,0,54.4345769812695,24.5234575404959
118,60fcb904-a327-4c57-9ac2-854d2faa4808,4/21/2022 5:04:20 AM,adsp22_gkm267,4/21/2022 5:04:20 AM,adsp22_gkm267,Chainsaw,,Machine,,3,,Outdoors,2,54.4344826461764,24.5225932626211
119,e5131755-1a8e-418d-9d20-38da652e28cb,4/21/2022 5:04:25 AM,adsp22_gkm267,4/21/2022 5:04:25 AM,adsp22_gkm267,Birds chirping,,Natural,,2,,Outdoors,2,54.4347261916545,24.5232515182853
120,8eb5206a-0dd9-4d78-baf4-0fad1211a112,4/21/2022 5:04:27 AM,adsp22_gkm267,4/21/2022 5:04:27 AM,adsp22_gkm267,Ventilation ,,Machine,,2,,Outdoors,2,54.4343952472434,24.5234314630946
121,70dd1255-2807-469c-a20c-0bbdec278536,4/21/2022 5:04:29 AM,adsp22_gkm267,4/21/2022 5:04:29 AM,adsp22_gkm267,Cars,,Machine,,Faint 1,,Outdoors,0,54.4341935739085,24.5238674198845
122,4c2b649d-1884-4fbb-8dee-675ecded58b9,4/21/2022 5:04:30 AM,adsp22_gkm267,4/21/2022 5:04:30 AM,adsp22_gkm267,Birds,,Natural,,2,,Outdoors,0,54.4340848285277,24.5240648431796
123,046975b3-14f3-4570-a644-31959e586f3c,4/21/2022 5:04:33 AM,adsp22_gkm267,4/21/2022 5:04:33 AM,adsp22_gkm267,Fountain,,Machine,,2,,Outdoors,0,54.434060889912,24.5242708388967
124,0d122189-41a7-4181-99bf-8d37e2eda878,4/21/2022 5:06:31 AM,adsp22_ka1914,4/21/2022 5:06:31 AM,adsp22_ka1914,janitor brushing,,Human,,Faint 1, This is the sound of a janitor cleaning and brushing the stairs,Outdoors,1,54.4343037531287,24.5237052859967
125,9e787608-4509-4bc5-b00b-74e5c488a003,4/21/2022 5:07:01 AM,adsp22_pk2269,4/21/2022 5:07:01 AM,adsp22_pk2269,Professor Wrisley talkimg,,Human,,Loud 5,nope,Indoors,0,54.4334176,24.5243946
126,e897cd87-1386-4a3a-becf-b20dfacc887c,4/21/2022 5:16:48 AM,adsp22_mim7995,4/21/2022 5:16:48 AM,adsp22_mim7995,Professor speaking  ,,Human,,Loud 5,A2 classroom,Indoors,0,54.433931954081,24.5237348651531
127,85d92324-1bc4-42e2-bb17-b6cca2b6fa7c,4/21/2022 5:18:08 AM,adsp22_mim7995,4/21/2022 5:18:08 AM,adsp22_mim7995,Keyboard typing ,,Machine,,2,A student was typing on keyboard beside me in class ,Indoors,0,54.433931954081,24.5237348651531
128,32733413-d34b-451a-805a-6fd0c164e5bd,4/21/2022 6:22:15 AM,djw12_nyuad,4/21/2022 6:22:15 AM,djw12_nyuad,Sawsconstruction noise from outaide campus,,Machine,,4,Construction noise from across the street ,Outdoors,0,54.4333376512617,24.5238618493101
129,cf6cad67-4751-4692-8710-fa65c5604a01,4/21/2022 6:24:49 AM,djw12_nyuad,4/21/2022 6:24:49 AM,djw12_nyuad,One bird much louder than others,,Natural,,3,Distinctively different bird than those in the palms ,Outdoors,0,54.4336546887459,24.5241148811835
130,dd47a0e1-6a71-4853-90df-bed23f165ff9,4/21/2022 6:26:34 AM,djw12_nyuad,4/21/2022 6:26:34 AM,djw12_nyuad,Slippers of passing person ,,Human,,2,Fast walking ,Indoors,0,54.4343020085235,24.5241401237874
131,adf9951d-224a-479c-be5b-ec87fe94bbab,4/21/2022 6:27:29 AM,djw12_nyuad,4/21/2022 6:27:29 AM,djw12_nyuad,Chatter in elevator,,Human,,2,Masked people,Indoors,1,54.4344038079304,24.5238019126844
132,e1133eaa-57c0-494b-9337-62e232dbb176,4/21/2022 6:29:21 AM,djw12_nyuad,4/21/2022 6:29:21 AM,djw12_nyuad,Doors automatically closing ,,Machine,,2,Shutting of door and beeping of keycard,Indoors,1,54.4347745784889,24.5237977396827
133,5079e65d-aac2-4472-85f5-8a39523eb2be,4/21/2022 6:30:56 AM,djw12_nyuad,4/21/2022 6:30:56 AM,djw12_nyuad,Toilet flushed ,,Machine,,3,Seems longer than flushing noise I have usually heard ,Indoors,1,54.4343763051006,24.5238476301245
134,710bc2ff-3fca-47bc-a637-332c1adafa83,4/21/2022 6:35:17 AM,djw12_nyuad,4/21/2022 6:35:17 AM,djw12_nyuad,Children playing,,Human,,3,,Outdoors,1,54.4353308220675,24.5236921878747
135,26252258-09f0-4cdd-afde-8683c884b480,4/21/2022 6:36:22 AM,djw12_nyuad,4/21/2022 6:36:22 AM,djw12_nyuad,Nannies speaking to children ,,Human,,2,So many different accents and languages,Outdoors,1,54.4357922223548,24.5237858560143
136,74049c23-e6d8-4e71-8a6c-8d8285f302cd,4/21/2022 6:38:32 AM,djw12_nyuad,4/21/2022 6:38:32 AM,djw12_nyuad,Mostly birds chirping ,,Natural,,Faint 1,Calm spot,Outdoors,1,54.4356010934217,24.5233323242148
137,a9738b8a-cc55-4ed7-829f-55a28fdb699b,4/21/2022 6:39:42 AM,djw12_nyuad,4/21/2022 6:39:42 AM,djw12_nyuad,High pressure water guns,,Machine,,2,Washing buildings,Outdoors,1,54.4358937554791,24.5230954548602
138,d9b9d1c0-9db2-46af-b7be-068f24c4511d,4/21/2022 6:42:33 AM,djw12_nyuad,4/21/2022 6:42:33 AM,djw12_nyuad,Humming of neon lighting,,Machine,,Faint 1,Basement 2 parking ,Indoors,0,54.4360691398096,24.5240077041218
139,a592de2d-fc6e-44f2-86a5-95c4c7216ea8,4/21/2022 6:44:30 AM,djw12_nyuad,4/21/2022 6:44:30 AM,djw12_nyuad,Rolling cart,,Machine,,Faint 1,Basement 2. Transporting cart for equipment ,Indoors,0,54.4349675441402,24.5233833132746
140,e3f8965c-e522-43a7-93c8-3717fa2fa707,4/21/2022 9:18:16 AM,adsp22_ka1914,4/21/2022 9:18:16 AM,adsp22_ka1914,Birds chirping ,,Natural,,3,,Outdoors,2,54.434616996754,24.5233212318428
141,eb7730df-8687-41a7-99fc-e972edec0171,4/21/2022 9:19:37 AM,adsp22_ka1914,4/21/2022 9:19:37 AM,adsp22_ka1914,Elevator arriving ,,Machine,,Loud 5,Elevator arrival sound at the high line elevators ,Indoors,2,54.4350068862056,24.5235676956744
142,99b08ccb-c484-4f51-a401-60e6be9dbd0d,4/21/2022 9:19:57 AM,adsp22_ka1914,4/21/2022 9:19:57 AM,adsp22_ka1914,Ping pong ,,Human,,Loud 5,Ping pong in the Baraha,Indoors,2,54.4345331436166,24.5238482571798
143,a8d1b886-547a-43f5-b547-61c8cd362008,4/21/2022 9:21:22 AM,adsp22_ka1914,4/21/2022 9:21:22 AM,adsp22_ka1914,Cue ball hit ,,other,"A human player strikes the cue  ball, which then hits other balls",3,Sound from the Baraha,Indoors,2,54.4341760129243,24.5234811538986
144,9821e922-2738-4c0b-bef0-65658d137b87,4/21/2022 8:19:43 PM,adsp22_po524,4/21/2022 8:19:43 PM,adsp22_po524,Service workers in ERB,,Human,,3,The voices of service workers in ERB ,Indoors,0,54.4346199,24.52326202
145,89951108-6d30-4a67-b562-0c8ef24a703c,4/21/2022 8:20:43 PM,adsp22_po524,4/21/2022 8:20:43 PM,adsp22_po524,My alarm for data collection,,Machine,,4,I set an alarm to collect these data and it just rang,Indoors,0,54.4346199,24.52326202
146,f5b2ca71-81c6-4d7a-87b1-848053efc46e,4/22/2022 8:18:47 AM,adsp22_as13966,4/22/2022 8:18:47 AM,adsp22_as13966,Fountain,,Machine,,3,,Outdoors,0,54.4351460831457,24.5232103573418
147,5226ff45-d2bb-4e4d-9b37-b8e379765ea1,4/22/2022 10:20:29 AM,adsp22_mim7995,4/22/2022 10:20:29 AM,adsp22_mim7995,Birds chirping ,,Natural,,4,Near D1,Outdoors,0,54.4331780631082,24.5248940007478
148,0ccd3895-5650-43d0-b74e-d0f22df9d691,4/22/2022 10:23:26 AM,adsp22_mim7995,4/22/2022 10:23:26 AM,adsp22_mim7995,footsteps ,,Human,,4,Near A2 ,Outdoors,0,54.4336297312323,24.5252491127248
149,a41b2713-e4f6-40ff-959e-a27791b05a6c,4/22/2022 10:26:08 AM,adsp22_mim7995,4/22/2022 10:26:08 AM,adsp22_mim7995,Water Fountains near palms ,,Machine,,4,,Outdoors,0,54.4335548582777,24.5244771226096
150,20cd56b3-014f-479a-bbb8-428b7ed0eb3e,4/22/2022 10:27:12 AM,adsp22_mim7995,4/22/2022 10:27:12 AM,adsp22_mim7995,Someone talking,,Human,,4,Students talking while taking the antigen test ,Indoors,0,54.4346169169745,24.5236870725807
151,e730c178-0d5f-4861-b91e-001538bb5422,4/22/2022 10:44:10 AM,adsp22_pk2269,4/22/2022 10:44:10 AM,adsp22_pk2269,machine faint noise,,Machine,,Faint 1,coming from afar,Indoors,2,54.4332201,24.5246171
152,4c5a2de9-e7c6-4561-9398-61e8213cbbc6,4/22/2022 1:28:03 PM,adsp22_as13966,4/22/2022 1:28:03 PM,adsp22_as13966,A/C,,Machine,,Faint 1,,Indoors,2,54.4349735017648,24.5237380133242
153,87b573b0-0a23-44a6-ae74-68d9ee95a08f,4/22/2022 1:41:47 PM,ADFA19_nks369,4/22/2022 1:41:47 PM,ADFA19_nks369,AC sound,,Machine,,Faint 1,,Indoors,3,54.4333151584341,24.5244549806522
154,5bd0b0c6-0cba-4d04-a4fb-a354ec070bbc,4/22/2022 2:22:27 PM,adsp22_as13966,4/22/2022 2:22:27 PM,adsp22_as13966,Spotify music,,Machine,,4,,Indoors,2,54.4347595645948,24.5236585154449
155,c94b7fec-59b6-44fd-a2be-440b449ad955,4/22/2022 8:02:04 PM,adsp22_pk2269,4/22/2022 8:02:04 PM,adsp22_pk2269,music playing,,Machine,,3,,Indoors,2,54.4342108,24.52435
156,5ade3b28-637c-4e20-82f3-018b14abfd66,4/22/2022 8:02:42 PM,adsp22_pk2269,4/22/2022 8:02:42 PM,adsp22_pk2269,water cooler buzzing,,Machine,,2,,Indoors,2,54.4342402,24.5243423
157,6d59201e-35cb-4275-bd0f-629b0ab788e1,4/22/2022 8:03:13 PM,adsp22_pk2269,4/22/2022 8:03:13 PM,adsp22_pk2269,people talking,,Human,,4,,Indoors,2,54.4342824,24.5243524
158,9b727dec-dd7c-4048-8856-49a1c7346c66,4/22/2022 8:07:48 PM,adsp22_pk2269,4/22/2022 8:07:48 PM,adsp22_pk2269,freezer sound,,Machine,,2,,Indoors,2,54.4340046,24.5244331
159,8a43507f-d677-4b39-9cc2-e5558dd5f9ef,4/22/2022 8:08:36 PM,adsp22_pk2269,4/22/2022 8:08:36 PM,adsp22_pk2269,footstepsbfrom slipper,,Human,,Faint 1,,Indoors,2,54.4340165,24.5244389
160,296057e9-a394-473b-ada8-e1c5b03734a1,4/22/2022 9:12:22 PM,adsp22_pk2269,4/22/2022 9:12:22 PM,adsp22_pk2269,door close,,Human,,3,my roommate,Indoors,6,54.4332365,24.5246378
161,bcf1b0fd-2539-40b8-b958-cd69030477f5,4/22/2022 9:12:44 PM,adsp22_pk2269,4/22/2022 9:12:44 PM,adsp22_pk2269,waedrobe door,,Human,,3,,Indoors,6,54.4332569,24.5245217
162,526c2077-3c64-4c16-9112-5e6b5ce8ccfb,4/22/2022 9:14:42 PM,adsp22_pk2269,4/22/2022 9:14:42 PM,adsp22_pk2269,cough,,Human,,3,me,Indoors,6,54.4332411,24.5246084
163,11d3210d-a6a4-4e37-a991-1a733c4eea0f,4/22/2022 9:38:52 PM,adsp22_po524,4/22/2022 9:38:52 PM,adsp22_po524,Music,,Human,,3,,Indoors,0,0,0
164,7146e3b6-a627-47a7-bd52-dd0d20abff35,4/23/2022 7:18:19 AM,adsp22_as13966,4/23/2022 7:18:19 AM,adsp22_as13966,AV equipment,,Machine,,Faint 1,,Indoors,2,54.4347534531438,24.5236980596735
165,817eaa90-8682-48bd-8f0d-7d72afb5261b,4/23/2022 8:22:18 AM,adsp22_pk2269,4/23/2022 8:22:18 AM,adsp22_pk2269,air con from a distanc2,,Machine,,Faint 1,,Indoors,6,54.4332392,24.524642
166,d201f135-e97b-42e3-9667-7cc30851c5ba,4/23/2022 1:01:10 PM,adsp22_po524,4/23/2022 1:01:10 PM,adsp22_po524,White ax boise,,Machine,,Faint 1,No,Indoors,0,54.4341443275965,24.5237365191839
167,7ce31b22-1c91-4f87-a026-50e436f14f24,4/23/2022 1:01:46 PM,adsp22_po524,4/23/2022 1:01:46 PM,adsp22_po524,My screams at my CS assignment,,Human,,4,I was frustrated ,Indoors,0,54.4341045353225,24.5237009608394
168,6ce2cc57-054b-4323-b193-1f81db11cc49,4/23/2022 1:58:59 PM,adsp22_as13966,4/23/2022 1:58:59 PM,adsp22_as13966,Students laughing,,Human,,3,,Indoors,2,54.4348450896284,24.5238821135058
169,8f34f8b8-69bf-4dee-8244-dd9f906534ff,4/24/2022 12:00:33 AM,adsp22_po524,4/24/2022 12:00:33 AM,adsp22_po524,Burds chirping,,Natural,,2,The freaking birds are here to remind me that I sleep late,Outdoors,0,54.4343210198492,24.5238463534271
170,cfcd8aaf-101d-49eb-9d3c-71797ff71606,4/24/2022 12:20:48 AM,adsp22_pk2269,4/24/2022 12:20:48 AM,adsp22_pk2269,birdz,,Natural,,Faint 1,,Indoors,6,54.4332387,24.5246296
171,b3f97389-15cd-44fe-9dc6-035465df8d08,4/24/2022 12:22:22 AM,adsp22_pk2269,4/24/2022 12:22:22 AM,adsp22_pk2269,distant air con,,Machine,,Faint 1,,Indoors,6,54.4332428,24.5246386
172,d9e2b695-1091-4db2-8462-9efd26180cc0,4/24/2022 4:34:29 PM,adsp22_as13966,4/24/2022 4:34:29 PM,adsp22_as13966,Fork scraping plate,,Machine,,2,,Indoors,0,54.4355541348439,24.5230123156158
173,5e006503-b9e0-4fd8-9924-c66c489fc9f4,4/24/2022 5:06:08 PM,adsp22_as13966,4/24/2022 5:06:08 PM,adsp22_as13966,Açaí bowl preparation,,Human,,2,,Indoors,0,54.4355616507663,24.5230064558108
174,25efc56f-d96d-402a-8081-4a6869d96309,4/24/2022 6:08:32 PM,adsp22_pk2269,4/24/2022 6:08:32 PM,adsp22_pk2269,laptop fan,,Machine,,Faint 1,maybe I am woeking too much on my laptop,Indoors,6,54.4331378,24.524727
175,e25848e0-c903-43ae-b358-bb191d70175d,4/24/2022 6:08:51 PM,adsp22_pk2269,4/24/2022 6:08:51 PM,adsp22_pk2269,crickets,,Natural,,2,,Outdoors,2,54.4331872,24.5246464
176,d3a96c85-8fdb-4768-8351-83f687926b79,4/24/2022 6:14:49 PM,adsp22_pk2269,4/24/2022 6:14:49 PM,adsp22_pk2269,bamboo flute,,Human,,,me playing the flute,Indoors,6,54.4331999,24.5246428
177,ae4c6149-44ec-4693-a7c5-7d4c05d9e5b7,4/24/2022 6:15:11 PM,adsp22_pk2269,4/24/2022 6:15:11 PM,adsp22_pk2269,air con,,Machine,,Faint 1,,Indoors,6,54.433184,24.5246445
178,3aa13533-514c-4cad-979f-b55c301edcb7,4/25/2022 7:44:41 AM,adsp22_mim7995,4/25/2022 7:44:41 AM,adsp22_mim7995,Water fountain ,,Machine,,4,Near A2,Outdoors,0,54.433626261887,24.5244939005875
179,77aba64f-8852-4368-b6ff-f2c3bbc942c7,4/25/2022 7:45:41 AM,adsp22_mim7995,4/25/2022 7:45:41 AM,adsp22_mim7995,Footsteps,,Human,,3, beside class in A2,Indoors,0,54.4336007145421,24.5242699433708
180,dab6b7ae-e735-4be8-9af4-829daede34c0,4/25/2022 7:46:51 AM,adsp22_mim7995,4/25/2022 7:46:51 AM,adsp22_mim7995,ID scanner for class,,Machine,,Loud 5,A2 11:50am,Indoors,0,54.433931954081,24.5237348651531
181,53da96a0-4949-4523-afc7-7f6320644c4a,4/25/2022 9:09:55 AM,adsp22_mim7995,4/25/2022 9:09:55 AM,adsp22_mim7995,"Crowd, footsteps ",,Human,,4,Students moving around after class,Indoors,0,54.4341260470557,24.5240568792485
182,1d16f692-8da4-41c3-bbbb-3e12f6274ad8,4/25/2022 9:11:18 AM,adsp22_mim7995,4/25/2022 9:11:18 AM,adsp22_mim7995,Birds chirping ,,Natural,,4,Palms,Outdoors,0,54.4341123106277,24.5240708158507
183,e6e454b5-0953-42e2-8b82-e2411ab88919,4/25/2022 9:12:20 AM,adsp22_mim7995,4/25/2022 9:12:20 AM,adsp22_mim7995,Ping pong playing ,,Human,,4,Baraha ,Indoors,2,54.43448648406,24.5237759915225
184,da884f64-bf62-4484-8f7e-f06983aeb3d6,4/25/2022 9:13:50 AM,adsp22_mim7995,4/25/2022 9:13:50 AM,adsp22_mim7995,Bird noises ,,Natural,,Faint 1,Highline near A5A,Outdoors,2,54.4349358781003,24.5235312165811
185,2a9a600e-0c57-4c9a-aa9b-3093a13e9405,4/25/2022 9:16:12 AM,adsp22_mim7995,4/25/2022 9:16:12 AM,adsp22_mim7995,Building doors ,,Machine,,4,"Highline, people closing and opening building doors ",Outdoors,2,54.4344707237023,24.5233265084632
186,7e5396f6-cfec-404b-8884-db64f03b2c4f,4/25/2022 11:55:17 AM,adsp22_mf3846,4/28/2022 9:38:40 AM,adsp22_mf3846,construction noise,,Machine,,Loud 5,"technically sound is from machines / objects, but the creation of the sound is governed by humans",Outdoors,0,54.4337555765957,24.5233244248407
187,2818915f-3039-4d7e-bcb4-901721727093,4/25/2022 12:13:32 PM,adsp22_mf3846,4/28/2022 9:50:42 AM,adsp22_mf3846,AC,,Machine,,2,"Mixed typea of sounds noticed, different kinds of sounds come at different frequencies",Indoors,3,54.434702396379,24.5236038335349
188,11305004-01e9-4bfe-8eb6-c51eee7afd2b,4/25/2022 12:29:27 PM,adsp22_mf3846,4/28/2022 9:46:45 AM,adsp22_mf3846,water runing (fountain),,Natural,,4,next to welcome center; noticed how sounds was changing as you keep walking towards palms; I selected natural cause it's water but ??? fountain is a human made thing,Outdoors,0,54.4336992502075,24.5234452173221
189,86c8c226-8824-4a44-8e6d-dbe76368e638,4/25/2022 12:30:48 PM,adsp22_mf3846,4/28/2022 9:46:39 AM,adsp22_mf3846,flags creaking,,other,sound from object (metal flag holder) but it is the wind that is moving the flag and creating the sound,3,walkway from WC to palms,Outdoors,0,54.4337555765969,24.5235208650791
190,0013fd99-5a1b-48aa-8924-301c88ec0735,4/25/2022 12:32:06 PM,adsp22_mf3846,4/28/2022 9:47:00 AM,adsp22_mf3846,water flowing (fountain),,Natural,,2,fountain next to WC towards palms; this is a record of the sound near palms which is different than the sound at the end of the fountain near WC,Outdoors,0,54.4340184330802,24.5237722105267
191,81e199b0-06e8-4cf8-8c1a-baaa22870ef0,4/25/2022 12:33:26 PM,adsp22_mf3846,4/28/2022 9:46:33 AM,adsp22_mf3846,birds chirping,,other,are the birds real :)))))) I saw no birds but the sounds were really loud so you decide :),4,near palms; no people so birds were the only conversation happening,Outdoors,0,54.434176683412,24.5238624995451
192,ba61dbfe-1ddf-4feb-863f-37174384371c,4/25/2022 12:34:07 PM,adsp22_mf3846,4/28/2022 9:47:45 AM,adsp22_mf3846,varoius fridges near and distant,,Machine,,2,ERB labs / sound is in background,Indoors,0,54.4334766268595,24.5253656801533
193,eaa4c684-f7c4-409f-8905-cc78fefab122,4/25/2022 12:34:54 PM,adsp22_mf3846,4/28/2022 9:48:10 AM,adsp22_mf3846,fridge alarms beeping ,,Machine,,Loud 5,ERB lab; painful sound; people really need to adjust the temperature for their fridge alarms :(,Indoors,0,54.4335195422036,24.5253315171575
194,a0c493e7-0c59-4091-8586-301b8d6bddb9,4/25/2022 12:37:09 PM,adsp22_mf3846,4/28/2022 9:50:28 AM,adsp22_mf3846,music muffled and distant,,other,"some human singing, but some is just recorded music played on speakers",4,"event on palms, I hear the music inside and can't focus",Indoors,3,54.4346728920799,24.5236062737829
195,e170b393-5a52-4679-8e09-3b01b66f84f2,4/25/2022 12:38:07 PM,adsp22_mf3846,4/28/2022 9:52:36 AM,adsp22_mf3846,many mixed conversations,,Human,,Loud 5,D2 noise during meal time; D2 is my nightmare; I want to cry every time I go to d2 cause it's so loud and frustrating and I can't stand it,Indoors,0,54.4358436763147,24.5227131398965
196,e9d33b5d-7dce-4e2d-8427-774f7c75d0e8,4/25/2022 12:39:19 PM,adsp22_mf3846,4/28/2022 9:51:52 AM,adsp22_mf3846,cashier asking question to me,,Human,,2,"the background noise was at 5, it was so painful to understand what the cashier was asking",Indoors,0,54.4358684867479,24.5227698760493
197,fc332641-ebe7-44fd-818c-b47c8210b403,4/25/2022 1:34:54 PM,ADFA19_nks369,4/25/2022 1:34:54 PM,ADFA19_nks369,Footsteps on stairs ,,Human,,2,,Indoors,2,54.434121322511,24.5240901392939
198,13b45a9d-58c6-475b-abdf-8f8059c11877,4/25/2022 1:38:53 PM,ADFA19_nks369,4/25/2022 1:38:53 PM,ADFA19_nks369,Clashing dishes in the kitchen ,,other,Metalic objects,3,,Indoors,2,54.4337879638978,24.5243753288979
199,a7d9aeff-16b7-459f-af94-a9001948e35b,4/25/2022 2:11:26 PM,adsp22_pk2269,4/25/2022 2:11:26 PM,adsp22_pk2269,Air con,,Machine,,4,,Indoors,6,54.4332357,24.5246384
200,74a8f4a8-d2c4-4738-b30c-7455bb1cd164,4/25/2022 3:40:10 PM,adsp22_as13966,4/25/2022 3:40:10 PM,adsp22_as13966,Laundry machine,,Machine,,2,,Indoors,2,54.4352600341471,24.5227427248782
201,f959d0d9-3203-493c-b0f6-0e1426688731,4/25/2022 3:40:48 PM,adsp22_as13966,4/25/2022 3:40:48 PM,adsp22_as13966,Students walking ,,Human,,Faint 1,,Outdoors,2,54.4349358324468,24.5229203207647
202,49a26df4-d393-4dab-be3c-bedad93cc5f5,4/25/2022 3:41:13 PM,adsp22_as13966,4/25/2022 3:41:13 PM,adsp22_as13966,Water spraying grass,,Machine,,2,,Outdoors,0,54.4351565152983,24.5229170272709
203,f050917b-ff01-4174-b557-1999f3dac0bf,4/25/2022 3:52:45 PM,adsp22_ka1914,4/25/2022 3:52:45 PM,adsp22_ka1914,Sizzling,,other,Cooking,2,Sizzling grill at D2,Indoors,0,54.4355597353016,24.5230063217708
204,93ae58c8-7b8d-4b8b-87b1-2b30fd8f593c,4/25/2022 3:53:28 PM,adsp22_ka1914,4/25/2022 3:53:28 PM,adsp22_ka1914,Utensils clinking ,,Human,,2,Metal utensils at D2 clinking ,Indoors,0,54.4355593453825,24.5230051248692
205,4aaa5461-0351-4729-bca9-f345fd153ef4,4/25/2022 4:03:50 PM,adsp22_gkm267,4/25/2022 4:03:50 PM,adsp22_gkm267,Food order,,Human,,3,,Indoors,0,54.4354252711243,24.5227599044007
206,9c0244a0-048b-433e-8eac-4c361c729a32,4/25/2022 4:03:51 PM,adsp22_gkm267,4/25/2022 4:03:51 PM,adsp22_gkm267,Fridge ,,Machine,,3,,Indoors,0,54.4352397325841,24.522436833466
207,ae2092e1-b71f-4d2e-9727-770864babb31,4/25/2022 5:48:26 PM,adsp22_ss13189,4/25/2022 5:48:26 PM,adsp22_ss13189,elevator beep,,Machine,,2,,Indoors,2,54.4357945,24.5228993
208,2098f904-030b-4865-953e-6f9ac40f5c1e,4/25/2022 5:50:38 PM,adsp22_ss13189,4/25/2022 5:50:38 PM,adsp22_ss13189,talkers,,Human,,Loud 5,,Outdoors,2,54.4357346,24.5223901
209,77024101-bb41-4324-a732-e0d1db86e579,4/25/2022 5:51:28 PM,adsp22_ss13189,4/25/2022 5:51:28 PM,adsp22_ss13189,skateboard dropping,,Human,,2,,Outdoors,2,54.4352727,24.5224129
210,fcf3a205-aebd-4365-bf67-b7cd83098fd3,4/25/2022 6:23:20 PM,ADFA19_nks369,4/25/2022 6:23:20 PM,ADFA19_nks369,Water boiling in a kettle ,,Machine,,2,,Indoors,3,54.4332930959765,24.5243357664176
212,61d4dd72-0687-47eb-a931-2627e93d0315,4/26/2022 6:19:45 AM,adsp22_mf3846,4/28/2022 9:37:00 AM,adsp22_mf3846,Birds ,,Natural,,4,"Outside D2. Saw the birds, they really are loud...",Outdoors,0,54.4355921031451,24.5231076845358
213,e32fce1c-8034-404b-8754-d08dbf693d7f,4/26/2022 6:20:14 AM,adsp22_mf3846,4/28/2022 9:37:09 AM,adsp22_mf3846,Water fountain,,Natural,,Loud 5,near arts centre,Outdoors,0,54.4353791246755,24.5232172037136
214,21e6240d-62ab-434d-8eab-a591187b90f6,4/26/2022 6:20:50 AM,adsp22_mf3846,4/28/2022 9:36:38 AM,adsp22_mf3846,Machine buzzing,,Machine,,Loud 5,,Outdoors,2,54.4349451712332,24.5234426441557
